salary,rent,groceries,transportation,healthcare,food,shopping,personal_care,education,electricity,water,insurance,loan_emi,loan_interest,loan_term_years,smoke,dine_out_per_week,monthly_savings
9328,1751,294,341,196,474,153,27,280,95,83,482,135,7.441201351873915,18,0,1,4907.637210180406
8991,1725,418,415,278,365,246,73,287,64,26,180,799,9.208106225995964,1,0,3,4034.28526390839
5339,1873,327,254,286,397,233,109,149,167,13,485,861,4.850524034607465,3,1,6,121.39784393222914
6406,1561,399,320,117,253,126,139,421,82,73,375,18,0.028068734399246953,11,1,4,2525.2441368165723
3731,999,531,234,126,404,346,152,182,130,25,473,773,9.343814026607424,19,1,3,0.0
9259,2222,746,287,151,352,371,28,123,174,58,137,840,2.6852422674260747,22,0,0,3619.688141337543
5872,2615,491,277,189,372,83,90,168,189,36,232,559,3.3454170153309546,25,1,5,517.014441520229
6120,2263,265,166,174,460,171,49,107,80,15,299,221,5.533799896213731,16,1,5,1926.548641341099
7780,2670,767,168,122,412,355,100,348,83,18,371,183,2.170372271284858,10,0,0,2142.3665173465183
7177,2208,603,176,256,441,395,127,198,81,67,159,325,9.598498281629768,18,1,6,2134.7054906781655
9977,835,795,499,262,231,252,114,421,72,41,195,316,1.2965816428164945,24,1,2,6026.878879382242
9476,1676,345,473,128,298,347,84,297,151,47,102,175,3.34031969069029,29,0,5,5239.325578804605
5604,1278,729,111,162,424,178,49,414,118,39,300,30,9.618687438713991,17,0,6,1648.1075036348711
5382,1685,601,382,182,450,339,66,307,89,87,221,169,9.913700477754633,19,1,5,668.4627190646257
3531,2433,324,345,246,182,262,114,402,172,54,327,212,6.415585613710299,17,1,3,0.0
9079,1966,713,336,74,405,187,107,485,80,38,132,551,7.8463849202186156,29,0,1,3909.841943810274
7316,2970,531,351,265,225,310,178,291,189,31,425,438,5.768960294501494,22,0,6,1250.1358842719274
3634,2061,679,306,150,313,395,94,471,152,40,195,334,4.642467604655232,0,0,3,0.0
4769,1438,597,440,294,422,221,125,125,91,90,373,746,3.4555955787091186,20,0,1,0.0
6804,1303,229,207,80,314,196,99,247,197,26,359,276,2.352941294103621,12,0,6,3167.542893229224
5370,2435,255,308,223,337,198,156,448,63,63,271,298,2.660492041228144,24,1,6,279.08316721680245
8970,1133,331,410,83,187,78,80,477,124,88,337,461,4.871814397142642,8,0,6,5136.274354720706
3002,1753,430,407,218,483,151,116,103,164,56,447,313,9.432789978573108,19,1,0,0.0
8813,1582,594,392,255,212,345,25,164,139,41,262,165,8.700230154917126,2,0,6,4667.193359540837
3205,2643,351,212,268,204,303,64,316,51,37,470,127,3.2735490973458834,14,1,0,0.0
8951,1785,701,475,288,470,323,84,497,84,20,197,971,9.52089184904342,29,1,4,3001.16425361965
7135,853,705,114,117,162,98,56,390,76,48,475,636,1.5756688877360492,3,1,3,3510.870672551403
9202,1659,585,439,264,338,238,109,216,182,26,133,526,5.431485927084097,10,1,0,4384.343960929181
5621,2385,732,182,171,125,114,164,184,124,85,212,700,6.894788000018454,3,1,4,507.03810433578565
7739,2318,647,164,215,227,213,121,407,141,48,264,36,9.418159923062996,9,1,6,2951.0682721053695
8626,1466,779,102,95,100,273,129,378,193,82,499,778,2.353529178359608,10,1,0,3815.872582397659
9003,2977,325,460,118,193,375,172,465,165,34,329,93,3.0799208008351266,27,1,4,3233.780844032241
5890,1669,754,335,76,470,56,69,375,139,35,287,888,1.169751141561245,6,0,5,829.315186291749
6193,2047,688,488,220,111,110,142,445,137,77,207,629,3.3622254353230874,16,1,3,808.2634675254367
5666,2634,645,492,294,265,241,90,382,168,71,308,98,8.376588549774889,23,0,1,4.09090617985801
9239,608,669,228,255,397,137,130,268,130,28,378,162,4.15956024450964,27,1,4,5866.760158172708
6306,1868,548,346,248,371,207,50,487,65,22,494,681,9.88762139053996,29,1,0,904.6436087447904
3897,2257,707,334,287,166,322,179,125,166,38,214,41,3.9664737321438825,15,0,2,0.0
4085,1493,656,129,94,266,381,134,463,91,63,133,51,7.177262500019492,21,0,2,218.48742629419422
4279,2017,584,170,67,353,331,67,139,197,82,157,612,3.9971408986680035,1,0,3,0.0
9704,1856,647,247,81,454,194,164,307,165,51,188,539,2.3835033730648147,15,1,1,4971.603841869031
9491,1321,314,192,298,352,212,76,462,156,71,403,232,1.7821459768221237,13,1,2,5345.937805064388
3670,1436,651,382,51,345,223,180,183,90,80,171,393,1.7373045361055706,29,1,5,0.0
4505,690,318,316,218,158,157,166,337,178,80,167,202,6.459752322865484,22,0,6,1518.575036282033
9460,2496,292,337,284,393,350,34,443,65,30,233,1,0.7356032144531544,24,1,2,4457.467789761887
6575,1432,720,326,69,243,380,182,293,181,18,187,385,6.384038906147956,22,0,4,2096.5391276299674
7814,641,784,318,270,308,193,196,428,103,54,311,493,4.154482801425158,18,0,1,3549.419901108418
8167,2392,737,418,235,325,107,183,437,78,36,358,80,6.630431050517679,0,1,6,2851.8454586832054
4955,2715,632,436,284,494,347,73,461,90,57,460,702,0.22177534500540608,27,0,6,0.0
8255,1065,344,130,267,383,399,55,449,112,94,413,487,1.3766922184329322,9,1,5,4036.3225042900303
3249,1782,267,213,87,190,237,72,358,105,78,122,624,8.725032837737048,3,1,2,0.0
9457,1962,330,201,50,210,69,93,291,63,14,284,460,9.999119797687293,7,0,1,5382.874258243276
4892,1634,480,192,246,339,261,63,384,175,81,182,933,8.421168389745347,3,0,4,0.0
6439,1243,765,306,231,449,73,52,281,178,24,228,321,1.2571039631944503,28,1,5,2133.49584969963
4853,1172,712,490,298,432,140,191,106,167,86,358,184,2.012228094560824,9,0,1,490.2155711876491
5854,1030,200,328,191,179,265,74,252,146,53,378,51,1.7630268275683325,21,0,4,2638.525720510798
4503,1813,631,170,202,485,101,63,398,177,56,100,985,8.677678171920387,16,1,3,0.0
6385,1061,590,441,289,303,187,70,361,188,41,466,410,8.270715767817352,12,1,1,1946.0072824898573
6571,2033,465,235,186,337,202,118,498,197,45,104,756,4.114758081070126,15,1,1,1243.3958382453575
6792,2722,598,383,271,427,269,105,178,128,58,255,625,1.2398440183714454,13,1,2,841.8641997789041
6426,801,455,437,260,393,222,70,139,198,62,168,820,8.885691548545612,5,1,3,2145.523234338865
9628,684,594,450,238,283,50,154,288,136,32,182,934,5.820590333643086,0,1,1,5622.409648757669
8330,1009,373,116,229,311,74,148,478,122,43,399,420,9.771005219142475,16,0,2,4693.988131238415
3043,1833,244,314,281,350,253,160,376,197,27,496,224,2.821907145968093,10,1,2,0.0
6612,1869,340,494,185,326,250,67,349,166,21,299,952,0.37397953697412056,18,0,4,1134.1971496045019
5618,2703,738,498,65,266,240,146,413,194,96,180,977,9.823143044015396,25,1,2,0.0
7678,1294,249,343,163,130,353,133,208,155,11,380,28,3.530226012641693,29,0,5,4035.6502009560663
6163,2979,260,194,57,435,281,103,195,128,36,175,579,4.4820355257564115,25,1,0,681.3166263039489
4288,2023,442,220,72,250,269,194,131,182,59,337,367,0.8711533835079488,3,1,4,0.0
5942,1260,468,105,122,261,115,66,367,155,40,384,477,5.9302957105384735,1,0,5,2104.886335549322
3219,2694,339,367,273,195,73,29,335,101,57,334,421,2.6008889426266135,5,1,4,0.0
4925,934,356,186,278,372,131,45,492,146,95,474,592,6.813045913304116,25,1,4,917.1733978156814
5972,2042,796,288,83,462,140,69,119,129,78,484,120,7.6005201788253,14,0,3,993.0759527300343
6513,2538,795,202,294,123,221,194,498,85,26,389,431,2.877130272391568,29,1,5,686.8942828995703
5448,2206,475,203,287,217,84,191,304,150,52,158,504,4.414885585530504,26,1,1,589.6186110905852
6471,568,230,390,67,491,83,148,337,154,80,324,743,3.4501397023512848,4,1,2,2771.9307370428096
5774,2129,207,166,158,186,311,128,491,98,27,301,120,9.790584723249138,7,1,5,1376.7293755151936
3990,2404,232,205,93,374,226,82,120,138,75,309,780,8.481783425185776,10,1,2,0.0
5946,2733,651,347,192,149,193,164,400,118,40,121,723,4.213484694258764,17,0,5,0.0
4812,2751,648,447,294,426,264,164,316,162,72,280,184,5.136954667796073,6,1,1,0.0
7953,1053,236,306,64,211,190,186,220,148,37,130,739,9.840229931591656,29,0,4,4329.561694834851
3803,2560,233,304,142,379,317,62,395,119,76,421,772,2.720742535430778,19,0,5,0.0
3489,1797,654,418,176,401,188,60,449,58,18,314,794,8.852365541467135,15,0,4,0.0
6556,2598,643,182,170,235,96,34,450,140,37,358,470,9.415771176705796,14,0,5,1141.4269378772788
8876,999,436,181,72,432,109,148,361,79,27,273,266,4.599785384346849,3,0,5,5479.227059855765
4493,2916,411,386,264,102,98,77,354,192,24,476,546,2.476065925124984,3,1,5,0.0
6645,2904,339,136,242,261,101,73,110,181,84,443,465,1.5529987417629998,26,1,0,1268.3594512521997
5891,2029,560,312,298,176,110,152,163,83,98,316,363,0.7279207933080789,3,0,6,1231.5464565669572
4705,2803,503,232,263,284,263,81,221,169,14,268,308,1.81662298900376,1,0,0,0.0
6516,2011,495,214,120,473,144,146,286,110,50,112,505,3.3669731845022968,18,0,2,1836.3637202541747
6340,778,351,476,158,157,169,90,491,87,85,109,450,7.734876373797959,7,1,4,2907.996016971696
9410,1582,422,310,81,262,268,65,299,133,83,161,286,3.883624038086416,13,0,3,5542.962387430388
3053,945,395,231,269,120,89,109,154,160,82,489,874,3.633212200837379,15,1,1,0.0
5575,2660,799,473,163,164,395,175,481,100,75,440,398,8.44458582200907,25,1,4,0.0
6591,1335,498,253,209,165,376,141,394,141,82,397,226,5.945227642882237,20,1,2,2263.350082541862
3615,1254,728,393,82,397,366,103,154,74,60,478,742,4.601457669373605,9,1,1,0.0
8178,2345,687,465,220,398,281,188,431,188,25,395,261,6.295354051494635,20,1,2,2088.3724505745963
8944,2092,410,281,62,381,260,170,230,163,74,488,220,5.602645909832331,20,1,2,4059.7193613381205
3954,2012,431,246,165,491,87,179,179,57,94,324,858,4.444147165223239,22,1,1,0.0
5433,1930,566,321,269,274,366,186,227,83,66,166,987,3.9962600495718634,24,0,0,0.0
4629,2914,680,381,186,264,260,101,318,76,46,416,898,8.849830264813658,16,1,5,0.0
5781,1583,781,226,239,181,132,52,371,157,48,114,150,1.843870443937713,17,1,3,1708.4695961158939
9859,2876,771,407,234,245,167,108,360,199,74,493,857,1.577727451957357,23,0,2,2901.7489103376006
3649,2090,378,302,225,303,352,179,350,121,58,100,26,8.007476486177707,7,0,6,0.0
5347,2408,683,217,220,263,76,133,395,146,56,418,633,1.2059003219151099,28,0,4,0.0
7490,2731,788,160,116,203,258,69,422,88,49,429,645,9.698059903363518,10,1,6,1461.7285572177607
6278,1522,694,330,258,229,174,198,326,122,23,371,672,2.789785685631758,26,1,3,1489.8964786309289
8455,2858,746,249,275,183,325,38,272,167,49,450,845,8.532751659112908,3,1,4,1920.6093698961354
5640,2061,215,244,81,219,347,22,486,71,57,127,883,6.471559617952889,27,0,6,782.805666713317
6801,676,665,494,122,358,346,135,352,80,41,136,514,8.091270838433921,18,1,2,2797.542757574654
5561,1346,601,210,154,203,121,110,123,83,97,446,914,3.997287033478123,16,1,5,1222.8088882966617
6249,1748,493,266,289,463,107,164,384,117,48,153,615,2.0315689219505497,28,1,0,1223.617095367428
9539,2100,370,288,237,133,345,62,225,159,42,218,402,9.481174260493058,1,1,2,4747.82035063735
3370,2104,231,148,178,481,168,176,355,127,39,494,410,7.868332323633659,2,1,5,0.0
3857,2475,462,206,234,468,111,127,388,57,35,312,945,1.5004944326540859,18,1,2,0.0
7886,2556,414,192,162,465,136,63,278,154,52,392,932,4.426521682523007,16,0,4,1900.5426797166106
7753,735,757,223,155,273,375,71,179,103,64,348,441,3.3041266101853717,19,0,0,4052.928436811334
9879,1209,388,416,261,425,148,116,196,164,53,249,498,1.5465074303388382,15,0,1,5810.751061381053
8488,1293,782,239,118,331,173,47,301,119,87,231,937,5.924304849613527,4,1,0,3789.6355396641115
3383,2434,799,496,281,284,56,128,129,146,85,143,815,7.398388693453809,1,0,4,0.0
9205,2169,460,413,286,493,183,181,160,166,12,232,818,2.3357737565069647,23,1,6,3748.240041411049
6877,526,381,110,262,443,332,73,262,67,16,354,615,5.498574658121621,6,0,2,3316.7250156448426
5552,1726,704,494,118,117,51,21,362,185,94,307,360,2.008341841742757,6,1,1,1058.1079999169883
7334,584,541,477,245,330,366,133,489,184,67,283,961,6.60994771541528,8,0,3,2615.2252033726463
7290,2355,221,460,298,234,209,36,242,145,19,114,428,6.989494529389146,13,0,0,2534.292102415081
5725,1622,273,270,110,144,206,165,451,184,19,406,269,5.024764633842577,15,1,4,1664.882279866416
7034,1713,365,135,57,211,275,47,165,187,90,252,176,6.646294157988889,11,1,3,3377.9524481809435
6293,511,433,229,266,182,370,47,323,85,51,303,55,6.988167999171449,23,0,5,3228.8946417209117
9204,1512,574,442,296,138,192,199,319,111,43,461,923,9.123057487947756,17,0,6,4062.353625958327
8248,2248,632,160,56,353,315,35,440,163,91,171,825,8.349446992685966,7,0,4,2556.2075180897414
9828,2376,533,433,214,244,315,180,372,100,35,280,137,8.221156550668933,14,1,0,4660.30473797293
9111,1817,739,148,219,416,86,104,118,80,69,166,766,0.2172963219843771,25,1,2,4400.151591304051
7251,1883,234,495,209,150,337,24,369,187,11,271,165,2.628182702794666,16,1,2,2868.5447440768908
6988,2178,643,285,194,392,341,64,148,133,82,393,155,1.9313461776250351,25,1,5,1995.3004123980065
3922,679,430,320,205,166,369,184,406,84,54,288,524,9.938411548044611,11,1,6,83.57463358146751
5915,1296,517,105,119,123,122,71,133,80,14,168,504,5.639211917289919,10,1,4,2514.607611699325
5950,1967,542,399,283,221,65,81,339,146,35,145,475,1.7410206884553914,11,1,5,1290.2600030740707
8705,2524,629,274,225,148,132,24,183,169,88,202,236,5.704513865215621,24,1,6,3806.6329943668306
6046,2988,665,378,103,248,223,126,275,153,34,338,254,6.942024375644285,9,1,5,395.34902313388267
3974,1386,278,470,219,284,125,30,422,117,35,211,912,8.233058429671923,2,1,3,0.0
4230,2968,772,453,85,349,340,105,413,66,96,415,894,2.789346953588722,6,1,2,0.0
5435,1689,648,463,115,244,100,150,433,145,94,131,708,5.577738037054079,4,0,0,775.1475300208582
4814,2175,481,303,208,342,235,198,248,86,31,351,686,3.0181685316273485,19,1,4,0.0
5934,2019,256,195,242,464,54,79,382,139,28,126,452,4.501592227021854,5,0,3,1504.998028252877
7933,2932,390,381,52,457,311,85,256,77,19,389,274,4.070717542783916,7,0,3,2310.7450824526154
9103,2861,662,234,62,248,228,36,492,169,51,421,225,2.1397020056756597,4,0,5,3476.3555116186208
4363,1270,241,132,208,167,191,150,331,187,40,216,744,2.9327038525447255,29,1,5,417.2947186968412
6940,1778,685,181,78,323,317,150,306,121,40,408,618,2.570342487201387,24,1,5,1877.6413788326947
9483,1458,372,247,106,309,163,59,271,159,84,236,934,8.114732170874465,8,1,1,5060.079059570006
3203,1416,449,194,285,291,229,99,265,132,90,258,382,1.4548569899799557,23,0,2,0.0
3160,2570,709,269,210,399,117,95,370,77,95,411,191,9.720252314200048,12,1,1,0.0
7487,2281,701,310,230,223,156,82,114,137,99,451,350,4.017934051220843,13,1,6,2247.6506664160956
3768,838,392,484,59,383,108,70,131,166,45,475,408,2.2567702882482923,10,1,3,142.14886108576934
6748,2016,364,290,279,391,323,148,139,171,75,173,818,7.626959791581328,17,1,1,1528.875032350333
9718,2913,289,106,112,482,80,70,175,184,41,484,192,0.9205926101674877,13,0,2,4485.4282414070085
5581,1895,257,479,122,399,84,23,311,133,76,313,625,8.152875941484542,20,1,2,680.2942687930368
4093,1414,462,413,242,149,309,151,190,51,72,488,213,3.108002512414756,23,1,1,0.0
7500,2353,442,441,157,468,58,194,357,106,32,150,421,1.7178558678168265,5,1,5,2218.8847353688147
3607,974,418,133,150,282,158,186,332,59,59,260,239,8.447950332190665,2,1,6,505.6394141437687
8710,1946,208,150,145,346,192,103,121,131,74,436,604,5.953192579084996,9,1,2,4250.4365993906395
4540,1879,629,219,146,187,91,68,253,147,78,288,961,5.384916727165101,20,1,3,0.0
5875,1983,212,237,51,237,236,58,235,191,53,335,104,2.987988587957294,28,1,4,1879.1806562415322
6191,2574,424,466,159,137,134,164,391,151,67,182,361,5.006054586230089,8,0,6,1010.8590602413262
4837,1300,266,205,179,148,250,162,200,81,66,382,733,7.810543010422164,8,1,1,928.236251975103
3689,1746,702,381,172,171,337,124,180,52,46,238,400,4.770666515855045,27,1,0,0.0
6759,1363,383,131,246,357,385,175,220,97,74,333,163,6.30923299055139,29,1,2,2852.7644977534424
5949,1671,407,223,251,143,350,35,234,185,27,127,691,0.3884330752742837,17,0,0,1574.005362963972
8336,1238,727,269,165,390,310,153,484,58,14,237,781,5.929402792299895,1,0,5,3490.251691079983
5103,1874,499,111,279,215,208,111,318,65,91,390,784,2.308724142211781,17,1,1,468.33431607756967
3365,2962,440,267,86,248,202,179,333,137,35,373,539,7.35256483248318,13,1,6,0.0
8818,1481,654,442,179,412,233,44,317,80,42,232,116,3.1356778121434536,2,1,1,4456.079939392338
6575,2976,729,177,282,446,306,58,438,182,51,489,901,2.9425177375083567,4,1,0,0.0
7550,2588,443,133,110,378,366,164,364,146,97,441,392,4.145719805797329,27,1,3,1886.142682947336
7199,1511,762,308,283,387,116,65,334,143,36,257,138,1.1769142531278354,9,0,4,2689.3655636393078
7172,2626,437,425,89,317,262,135,158,168,63,437,839,7.535685496588213,13,1,2,1250.1410735083434
7325,1216,445,107,240,170,269,72,164,143,92,420,46,6.28076890033071,22,0,2,3856.0223297623597
9033,2307,544,324,74,260,372,133,345,88,91,295,435,2.8063647629404276,11,0,1,3521.6942149605325
5378,1973,683,326,172,372,273,70,248,65,88,289,757,7.72451659325839,18,0,0,41.93549696776148
4205,1665,509,274,215,226,143,165,481,96,84,461,790,9.615163778898264,16,0,4,0.0
7988,2841,760,180,86,269,108,39,276,148,33,275,965,8.57065761925608,3,0,2,2104.4097909859506
6839,1109,483,381,294,116,227,106,483,69,12,211,468,4.142509063947283,6,0,5,2767.969273488272
8669,2683,237,156,259,403,339,152,132,70,48,251,720,2.9443513205048024,12,1,6,3145.872104656083
5735,2312,231,234,76,338,161,81,244,128,80,180,934,0.08117892775254432,2,0,0,768.4958415714417
9170,1835,442,337,133,275,373,122,475,98,21,270,458,2.5878444776727063,23,1,1,4269.092916869342
6347,1054,752,316,227,309,231,31,368,193,42,474,998,1.158374195131453,26,0,4,1227.534544367936
4675,2155,491,326,211,156,273,100,340,65,31,440,4,8.28122038095419,19,0,1,0.0
3298,2255,491,125,93,458,209,177,398,72,44,299,606,7.77419858215457,9,0,0,0.0
3956,545,581,286,121,288,386,163,212,157,23,373,79,4.707351521703784,10,1,6,671.5296382056614
9942,1759,798,469,181,143,313,21,428,117,35,260,75,1.1704317360817629,13,0,1,5208.801470570634
4114,1571,777,217,271,221,212,144,420,142,92,193,669,5.195545745610665,24,1,2,0.0
9623,2745,337,296,229,408,329,136,139,73,94,108,920,5.305256888032561,18,1,1,3774.4057190876606
9716,2631,399,215,104,132,52,150,261,110,63,279,203,6.3116731996318345,29,0,3,5142.460909554732
5505,1042,534,402,277,411,130,27,135,57,50,110,578,5.257195174421127,20,0,3,1600.5805312965194
4474,1951,646,201,122,127,341,56,464,156,54,101,848,0.9954938343756081,8,0,6,0.0
7460,2618,547,479,282,250,228,74,305,78,40,382,180,6.390183855146145,27,0,3,1912.8350969986013
8794,2492,477,262,61,162,386,68,473,164,78,456,835,9.905468214050519,25,0,2,3025.6944087370225
7446,1412,731,277,191,106,364,78,334,187,26,261,69,6.3347101617338595,24,0,1,3405.299035425799
6726,1568,598,379,212,210,143,79,206,163,69,110,49,3.629131629844772,29,0,2,2965.724295439027
6471,2840,590,385,55,229,266,108,184,157,13,346,623,6.218378828260624,6,0,3,748.6239516532551
9396,1311,761,311,96,231,71,97,191,122,19,386,782,5.587939710933341,11,1,5,4959.560112890455
5828,1988,209,153,200,107,175,138,323,199,18,155,415,0.9500790283766003,24,1,4,1583.3462142167825
9000,2408,790,166,164,481,317,193,139,59,70,444,212,6.341281341297046,7,0,3,3618.72828664976
5850,2073,748,131,117,404,192,119,495,133,99,333,183,6.529210959187858,9,0,5,1025.964892345641
8107,1366,258,350,242,128,317,82,192,197,31,246,951,3.499122322862883,29,0,0,3719.0715739930315
5506,2927,287,107,108,437,391,146,484,100,30,387,891,3.008385267900474,12,1,4,0.0
6770,2266,658,314,186,410,152,179,371,140,32,170,193,4.972697296616294,23,0,3,1706.3146396696256
5964,2809,303,145,168,450,105,85,452,151,70,241,749,1.4487782458165277,29,0,1,59.977979679490346
7594,1079,303,179,235,105,276,104,405,59,21,478,111,0.91942175374924,2,0,4,4350.65415272889
3949,2904,453,134,97,211,155,23,333,132,26,272,706,7.548010587927393,2,1,2,0.0
9090,1942,534,288,296,204,193,176,142,89,64,356,920,1.8290400582394872,9,1,4,4021.567016334145
9142,1197,662,188,240,306,82,196,442,54,30,279,666,2.484298257886625,1,1,1,4823.122999040268
7603,2476,748,434,58,139,166,112,232,92,63,388,474,3.8115235881272502,0,1,2,2345.974115942734
8423,2990,500,235,221,367,220,42,164,167,56,261,86,7.189177339521754,26,1,3,2905.5626232168697
9644,1225,754,133,95,419,354,150,450,139,50,499,264,5.665192031369177,2,1,6,5190.874200463993
5850,785,540,380,192,145,383,73,181,108,24,450,956,4.575834614131745,13,1,5,1632.8937116746886
9741,2391,691,212,295,340,67,168,248,167,68,220,547,9.84201208073058,25,1,1,4275.00249777031
3165,1069,283,271,265,369,285,99,170,165,24,229,778,4.709241453310675,29,0,4,0.0
6486,2464,458,438,230,254,217,63,420,167,38,289,806,5.870890631614898,13,0,6,700.7833124158915
5509,2013,559,142,225,215,395,167,378,178,20,431,902,0.8268785562082226,3,1,0,0.0
3919,997,286,481,121,136,384,199,190,118,38,118,268,2.7180953684860656,19,0,5,342.5110812357601
3113,2417,627,112,269,304,204,164,485,126,95,498,966,2.9285625923360667,4,0,4,0.0
6504,1204,566,273,177,348,289,31,354,101,99,371,489,2.23472336007412,25,1,2,2264.6264985400667
3991,1856,542,224,219,209,167,152,261,62,91,233,302,2.963098304977433,7,0,3,0.0
9047,1061,546,431,159,417,130,99,412,162,98,382,490,4.836433776884831,29,1,4,4656.363592242134
9350,2498,295,306,194,422,359,145,371,168,94,308,588,8.562824339500942,14,0,1,3652.1074751966557
6839,531,454,442,84,179,393,111,459,88,97,494,116,6.447778101813375,13,0,5,3498.7982712290627
4258,542,335,203,208,175,217,91,439,146,65,240,517,7.980611567933471,6,1,3,1092.1899757921203
6426,2416,447,229,181,369,222,65,275,91,62,176,899,4.878299031789121,21,0,1,879.8389387192994
3514,1874,698,139,97,197,373,91,380,173,12,427,810,5.67939504283944,4,0,4,0.0
8327,2345,685,122,191,488,267,112,295,148,22,124,24,0.6926254641128216,29,0,0,3450.9465936528577
7804,1058,601,351,202,175,277,140,259,91,47,268,211,1.4142969418303397,25,0,4,4146.497513502167
6196,2817,611,424,297,381,240,37,400,155,79,223,328,8.311673040716585,25,0,1,114.05222320316284
9281,1936,647,389,95,180,275,63,191,122,20,264,536,9.92785648004371,25,0,1,4407.084152218429
7434,1442,446,301,97,463,217,62,267,154,32,369,740,7.828473839636994,26,1,6,2686.082529002575
5584,2098,620,254,217,408,346,98,240,140,82,142,584,1.9675916224740797,29,0,1,467.1216522970175
3067,1870,323,154,227,162,238,96,360,91,65,399,296,0.24518768278182446,15,0,0,0.0
4596,2428,459,205,56,366,242,169,244,65,26,397,619,0.39492957033412046,21,0,6,0.0
8660,2136,368,359,144,132,50,79,338,58,18,132,850,2.6835397127462546,13,0,0,4189.217650098592
7478,2584,310,299,109,396,58,82,170,76,92,243,907,8.8095244132132,10,0,5,2230.614039667701
3018,591,489,425,84,139,124,43,493,172,37,234,674,2.1324665976013146,12,0,6,0.0
5730,2343,798,316,279,273,385,48,286,141,88,475,835,6.42695117655797,24,0,4,0.0
6521,684,212,146,240,359,398,148,134,110,28,115,55,1.3831888092650557,23,0,1,3868.448122404292
9217,1227,462,469,197,323,192,143,283,193,96,145,466,7.0653971210330715,23,1,3,4905.124218568762
3572,1551,222,216,193,322,364,20,243,141,13,103,817,1.4707604187217516,21,1,3,0.0
8395,2071,399,473,199,366,243,92,407,179,56,102,43,3.8445284034671934,13,0,4,3687.1963779737252
5258,2919,441,311,213,254,59,40,254,68,56,449,365,2.0606265777632027,0,1,3,0.0
5902,1331,438,254,68,363,188,175,498,113,40,374,517,2.766593036450603,16,0,4,1464.3035676499703
9039,844,502,362,179,248,79,165,289,69,14,446,414,7.098843924566801,20,1,4,5411.763013022324
3650,1942,364,250,117,324,328,116,361,107,42,384,878,5.616497105064884,7,0,2,0.0
8741,1719,375,311,299,482,327,71,202,108,57,468,498,1.0080184843286266,15,1,4,3901.512837742952
8089,2625,228,291,147,226,91,85,379,167,41,335,351,8.344666692771392,20,1,6,3152.5055584833644
9838,666,734,468,56,104,277,134,342,161,88,436,200,6.0352528455871735,6,0,4,6357.474308613769
5587,763,493,342,96,387,334,107,186,84,68,164,761,2.8234146559793416,17,1,0,1995.273472805276
6262,1995,676,197,226,444,250,81,232,154,73,376,120,3.9904052739015827,12,0,2,1374.655601527635
4338,1731,582,128,255,157,370,38,298,187,56,324,559,8.820113650434449,26,0,1,0.0
7996,1786,755,288,92,171,259,21,185,161,18,282,345,3.256104870724692,6,1,3,3625.031625229551
6634,2029,495,271,81,254,227,74,192,85,44,188,5,2.7945391561785495,20,1,6,2560.173576580623
8780,2308,533,470,194,381,135,98,280,169,56,110,36,2.105649606832294,27,0,4,4070.6788771088327
5827,2377,447,296,278,267,97,30,258,103,97,198,490,7.879628189141522,29,1,5,936.5981620421965
8681,2249,440,254,177,128,342,163,134,65,91,138,225,2.5528672998481907,9,1,4,4331.4229649156705
9019,2409,305,239,168,181,255,104,197,99,26,149,743,4.7419124319954005,2,0,6,4229.807267219175
8877,1835,760,392,63,362,391,46,246,75,10,383,370,0.09999021526495788,0,0,1,3880.780233857328
8232,1697,322,389,130,205,396,41,133,80,64,119,148,9.590993228511175,27,0,6,4606.154026571242
5217,2978,234,355,209,376,375,22,310,50,20,266,233,8.332000010810725,28,1,6,0.0
6539,1267,615,263,237,451,360,22,484,196,42,482,858,6.52752859343342,11,0,4,1032.0580583766991
9040,600,526,233,237,109,355,168,268,106,79,352,637,3.069584564022535,24,0,0,5302.472275835781
4037,2232,494,451,101,161,359,62,221,151,65,273,563,1.8759063420492572,9,0,3,0.0
8834,2419,631,428,294,323,240,108,408,185,73,299,978,4.380348670602967,6,0,6,2722.732702254613
7383,2791,546,477,243,235,65,56,307,129,67,387,90,2.23649915510446,23,1,4,1988.365167663545
6978,1871,236,365,280,323,177,113,225,58,29,311,66,9.369993882714775,25,1,6,2925.9782153947035
9332,604,711,128,53,213,352,58,291,161,27,467,728,7.3352788991415965,9,1,2,5501.691596114327
5961,1193,734,238,281,359,234,167,161,56,87,469,33,6.8954803429653975,3,1,5,1932.3305040014757
6226,2190,217,447,271,256,179,84,154,72,54,399,178,6.78730339600258,18,1,5,1855.2063595704979
8686,1810,226,411,271,495,214,182,447,90,52,183,148,7.651729970610742,20,1,2,4145.182520524911
9837,1570,735,184,240,328,142,62,473,121,29,348,639,0.43674011990450845,16,1,1,5097.530147336784
8841,1566,228,348,82,199,328,40,110,60,66,108,458,2.5831297842422805,5,0,6,5215.797871244009
9614,1317,316,450,155,354,262,29,339,50,91,472,922,5.756168355754145,27,0,5,4866.65328371656
4098,2768,331,413,178,278,190,64,407,93,36,137,411,2.18401870062468,0,1,5,0.0
5324,2036,488,332,146,374,164,112,323,118,27,223,3,5.998929091268771,27,1,2,890.779364758037
3939,2691,435,407,277,328,370,22,125,191,26,449,875,9.585806048178048,23,1,1,0.0
6716,1389,241,160,290,466,353,62,429,56,69,136,680,3.3219622735065393,20,1,4,2355.6108313162413
